N,P,K,temperature,humidity,pH,rainfall,label,Plant_Category,EC (mS/cm) Range,Ca (ppm) Range,Mg (ppm) Range,Na (ppm) Range (Max)
42,2,0,12.0724,72.2237,6.9596,146.0709,Citrus medica ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
57,30,55,15.502,55.4944,7.0394,60.4205,Raphanus sativus ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
30,0,49,31.7008,30.6329,9.0675,9.5526,Phoenix dactylifera ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
65,39,72,24.6375,65.612,7.2482,25.8533,Carum carvi ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
19,8,30,12.5224,88.4068,5.3778,101.6512,Malus domestica ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
60,61,95,31.8784,59.4062,6.4973,108.0887,Arachis hypogaea ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
149,39,103,26.1813,73.3417,7.5725,77.2777,Cucurbita pepo ,Fruiting_Veg,2.0-4.5 mS/cm,180-250 ppm,40-70 ppm,< 50 ppm (Sensitive)
16,14,10,26.095,62.1583,6.6876,79.6456,Ficus carica ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
107,57,79,26.6581,63.0718,7.8684,66.3123,Helianthus annuus ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
2,17,25,28.3946,67.7951,7.1183,45.2913,Ficus carica ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
75,28,55,31.681,50.1678,8.1515,29.7243,Sesamum indicum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
69,27,55,16.1501,63.2897,7.2295,16.6639,Carum carvi ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
86,33,102,28.3143,80.0805,5.5968,163.2351,Curcuma longa ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
58,54,32,17.3115,56.8265,7.1384,38.339,Raphanus sativus ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
156,58,123,21.2492,71.9803,7.302,90.2321,Brassica oleracea var. capitata ,Leafy_Veg,1.2-2.0 mS/cm,100-150 ppm,25-50 ppm,< 50 ppm
35,69,57,21.653,59.7478,8.1429,36.6995,Trigonella foenum-graecum ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
58,32,31,23.752,57.2574,6.4907,14.2763,Linum usitatissimum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
39,66,53,22.3292,81.9338,6.2933,100.4128,Carica papaya ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
8,23,0,21.7077,74.0743,6.7056,107.7346,Citrus paradisi ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
74,38,56,19.5673,83.4238,6.3838,104.1987,Mentha spicata ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
50,73,127,21.0921,64.1528,6.7539,26.799,Pisum sativum ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
62,36,73,21.348,70.9627,7.6668,44.2771,Melissa officinalis ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
51,27,60,19.0862,59.8547,7.3961,53.0637,Cuminum cyminum ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
50,35,46,17.4146,60.6128,7.1421,19.5746,Carum carvi ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
73,40,20,19.8144,61.8951,7.4164,71.6604,Linum usitatissimum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
112,33,53,28.4548,57.4605,7.0104,46.9375,Ocimum basilicum ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
34,5,59,22.5763,67.9342,7.1829,92.1248,Jasminum grandiflorum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
92,39,57,23.7158,65.8996,7.5864,21.198,Brassica nigra ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
141,31,107,20.8757,62.8729,7.1423,122.6083,Capsicum frutescens ,Fruiting_Veg,2.0-4.5 mS/cm,180-250 ppm,40-70 ppm,< 50 ppm (Sensitive)
85,58,75,29.1172,59.1305,6.4801,119.3372,Helianthus annuus ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
69,63,66,12.9885,65.154,7.7855,22.388,Triticum aestivum ,Cereal_Grass,1.0-2.0 mS/cm,60-120 ppm,15-35 ppm,Tolerant (Variable)
25,13,20,23.1379,41.8431,8.2749,14.9673,Artemisia herba-alba ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
42,16,9,13.3826,74.2046,6.4903,67.8682,Prunus domestica ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
86,32,75,17.5814,65.9239,7.8136,43.7663,Hordeum vulgare ,Cereal_Grass,1.0-2.0 mS/cm,60-120 ppm,15-35 ppm,Tolerant (Variable)
97,43,81,17.2052,56.1328,7.9044,50.1595,Brassica nigra ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
3,57,84,22.7375,57.9907,7.7564,19.3476,Cicer arietinum ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
34,76,73,16.6546,69.8038,6.9102,53.7365,Pisum sativum ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
54,48,87,6.4189,68.9984,7.6771,24.4691,Pisum sativum ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
69,37,81,18.3064,57.8202,8.0738,42.3471,Triticum aestivum ,Cereal_Grass,1.0-2.0 mS/cm,60-120 ppm,15-35 ppm,Tolerant (Variable)
23,17,36,29.0037,35.0368,8.1677,17.4224,Opuntia ficus-indica ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
29,69,71,15.8173,63.1031,7.6192,53.9768,Lens culinaris ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
73,48,95,27.0641,58.4824,7.0471,91.1691,Arachis hypogaea ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
35,68,61,14.7897,72.4391,8.2958,12.3413,Vicia faba ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
76,47,74,21.0711,65.1525,7.2038,72.0067,Pelargonium graveolens ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
98,37,31,23.9046,60.5151,7.4195,15.2017,Helianthus annuus ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
33,56,91,16.6628,63.98,6.9479,0.0,Pisum sativum ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
150,70,48,25.617,51.6783,8.2443,68.8719,Zea mays ,Cereal_Grass,1.0-2.0 mS/cm,60-120 ppm,15-35 ppm,Tolerant (Variable)
50,47,53,16.2017,59.9284,6.8061,12.7059,Pimpinella anisum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
127,37,66,30.4459,66.9998,6.5942,53.665,Ocimum basilicum ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
43,5,17,17.6619,51.953,7.5577,26.2591,Salvia officinalis ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
133,63,53,24.6106,61.7317,8.164,58.3953,Zea mays var. everta ,Cereal_Grass,1.0-2.0 mS/cm,60-120 ppm,15-35 ppm,Tolerant (Variable)
110,60,126,27.8148,82.8861,6.6506,68.0821,Zingiber officinale ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
0,0,15,31.8719,25.9488,8.7185,3.1,Opuntia ficus-indica ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
6,10,0,15.187,87.5469,7.3647,38.2047,Citrus limon ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
36,25,22,17.1916,62.3439,6.8411,83.4376,Prunus armeniaca ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
124,37,77,25.5853,67.9583,7.3074,63.6064,Ocimum basilicum ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
104,41,50,19.4385,64.3076,7.4839,64.9541,Spinacia oleracea ,Leafy_Veg,1.2-2.0 mS/cm,100-150 ppm,25-50 ppm,< 50 ppm
79,37,24,25.4396,42.1406,7.9249,33.3874,Sesamum indicum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
137,41,25,23.3023,57.261,8.0337,62.1132,Sorghum bicolor ,Cereal_Grass,1.0-2.0 mS/cm,60-120 ppm,15-35 ppm,Tolerant (Variable)
81,36,88,24.9281,62.686,5.1688,111.6735,Manihot esculenta ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
28,48,80,15.0659,69.1467,7.5957,34.7775,Pisum sativum ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
3,1,0,24.8216,38.0751,8.6599,20.5848,Artemisia herba-alba ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
126,44,111,18.6987,72.9597,6.6588,77.8738,Cucurbita moschata ,Fruiting_Veg,2.0-4.5 mS/cm,180-250 ppm,40-70 ppm,< 50 ppm (Sensitive)
31,7,5,24.226,56.202,8.0101,13.7883,Artemisia herba-alba ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
0,50,101,26.4149,60.9826,5.1821,74.6945,Arachis hypogaea ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
89,51,106,17.3243,68.9581,7.6316,47.6893,Beta vulgaris var. conditiva ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
7,42,36,22.9956,43.4322,7.8961,175.4895,Punica granatum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
46,45,39,14.109,54.2987,6.7194,26.7252,Cuminum cyminum ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
143,48,66,28.5106,69.1486,7.0539,34.4401,Corchorus olitorius ,Leafy_Veg,1.2-2.0 mS/cm,100-150 ppm,25-50 ppm,< 50 ppm
112,19,45,16.4638,77.3816,7.175,62.679,Mentha spicata ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
147,67,144,20.5795,71.8674,7.7605,55.5022,Cucumis sativus ,Fruiting_Veg,2.0-4.5 mS/cm,180-250 ppm,40-70 ppm,< 50 ppm (Sensitive)
58,53,25,28.6654,49.4695,8.114,58.7167,Sesamum indicum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
128,45,112,22.3241,58.9761,7.6148,86.6746,Capsicum frutescens ,Fruiting_Veg,2.0-4.5 mS/cm,180-250 ppm,40-70 ppm,< 50 ppm (Sensitive)
39,9,11,20.5255,69.6098,6.91,49.5681,Citrus limon ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
145,47,123,17.0905,72.7174,7.9112,52.0609,Brassica oleracea var. botrytis ,Leafy_Veg,1.2-2.0 mS/cm,100-150 ppm,25-50 ppm,< 50 ppm
17,16,33,30.0916,51.1629,5.1235,116.3794,Psidium guajava ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
80,46,91,17.6381,58.2309,7.7338,52.9494,Petroselinum crispum ,Leafy_Veg,1.2-2.0 mS/cm,100-150 ppm,25-50 ppm,< 50 ppm
59,50,39,22.303,52.1081,7.1583,45.7085,Cuminum cyminum ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
12,27,42,26.3069,58.0621,4.7959,57.5773,Mangifera indica ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
87,44,70,15.736,63.1705,7.1372,50.9982,Beta vulgaris subsp. cicla ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
124,44,90,25.6536,60.9029,6.3793,48.806,Solanum melongena ,Fruiting_Veg,2.0-4.5 mS/cm,180-250 ppm,40-70 ppm,< 50 ppm (Sensitive)
79,40,85,25.9104,69.4187,6.3296,89.0044,Curcuma longa ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
146,63,156,20.7697,64.0399,7.3587,94.4883,Beta vulgaris ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
26,56,62,27.2163,59.3791,7.1941,35.0293,Vigna unguiculata ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
33,35,28,16.6207,39.9095,7.7118,26.7022,Salvia officinalis ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
107,38,123,18.4572,63.667,7.5715,66.9956,Beta vulgaris var. conditiva ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
37,39,55,31.2878,59.3981,6.4394,87.7106,Arachis hypogaea ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
84,46,99,19.4335,63.7686,8.1131,49.7644,Daucus carota ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
14,37,63,20.3719,66.6467,7.221,44.1983,Lens culinaris ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
46,53,67,15.6306,65.2085,7.098,54.0046,Carum carvi ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
77,30,22,21.5562,63.2029,7.7722,44.9746,Origanum majorana ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
95,29,48,24.0352,65.2802,5.9207,38.9636,Pelargonium graveolens ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
30,18,34,19.696,65.6666,6.2514,104.9839,Prunus armeniaca ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
60,24,30,13.9522,62.3597,7.6196,35.543,Petroselinum crispum ,Leafy_Veg,1.2-2.0 mS/cm,100-150 ppm,25-50 ppm,< 50 ppm
119,81,140,22.7102,71.9222,8.0769,49.0115,Solanum tuberosum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
60,63,71,17.0867,55.3772,7.8508,38.276,Lupinus albus ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
56,70,59,17.9013,74.7353,8.1656,29.2203,Vicia faba ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
104,30,98,22.3743,63.2348,6.4378,47.1904,Vitis vinifera ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
107,54,110,15.9475,81.5857,6.8814,73.3456,Fragaria × ananassa ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
26,0,23,39.0894,58.6592,8.4047,0.0,Phoenix dactylifera ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
22,8,33,31.1134,43.4795,8.0384,5.041,Phoenix dactylifera ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
114,74,154,17.0607,68.4687,8.1374,74.6584,Beta vulgaris ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
73,35,57,29.543,50.8576,7.0118,70.3067,Sesamum indicum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
85,31,67,17.4299,48.9653,6.4854,43.7584,Pimpinella anisum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
33,32,12,7.621,89.2212,5.9493,101.4137,Malus domestica ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
141,52,75,22.8238,54.1734,7.7098,146.4403,Zea mays ,Cereal_Grass,1.0-2.0 mS/cm,60-120 ppm,15-35 ppm,Tolerant (Variable)
55,21,9,18.4042,48.4226,6.8885,32.4281,Thymus vulgaris ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
18,13,2,23.3803,70.4048,7.3722,102.4571,Citrus aurantium ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
21,14,28,35.9243,26.9027,7.8224,20.0677,Opuntia ficus-indica ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
23,12,0,22.1859,74.8882,6.0266,129.0167,Citrus paradisi ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
123,50,94,26.702,61.6926,7.4371,117.6343,Solanum melongena ,Fruiting_Veg,2.0-4.5 mS/cm,180-250 ppm,40-70 ppm,< 50 ppm (Sensitive)
77,25,40,18.4803,58.0744,7.4845,52.6857,Hordeum vulgare ,Cereal_Grass,1.0-2.0 mS/cm,60-120 ppm,15-35 ppm,Tolerant (Variable)
157,41,117,19.343,69.6135,7.5828,67.1407,Solanum lycopersicum ,Fruiting_Veg,2.0-4.5 mS/cm,180-250 ppm,40-70 ppm,< 50 ppm (Sensitive)
0,0,34,29.4407,16.407,7.7941,22.6923,Simmondsia chinensis ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
26,25,44,32.0202,60.9498,6.2454,129.4863,Psidium guajava ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
5,49,63,18.537,58.3006,7.4468,18.6218,Lens culinaris ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
52,33,44,18.9844,57.5643,7.6587,21.8535,Cuminum cyminum ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
10,15,0,19.6379,65.9874,7.3906,163.8775,Citrus paradisi ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
24,16,0,16.5871,70.1154,6.4356,112.2509,Citrus limon ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
62,26,39,14.1816,56.0375,7.8512,69.6528,Raphanus sativus ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
85,34,57,21.2333,70.1732,7.5482,60.1167,Mentha piperita ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
23,13,31,19.9559,53.5118,6.5156,14.7216,Thymus vulgaris ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
49,53,65,23.5367,48.5658,7.2269,56.1523,Lupinus albus ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
105,41,103,27.4884,75.5167,6.8497,92.3321,Curcuma longa ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
64,44,44,19.0188,68.1204,7.7853,46.5049,Brassica rapa ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
96,48,67,22.8096,79.8452,6.9509,143.5545,Cucumis melo var. cantalupensis ,Fruiting_Veg,2.0-4.5 mS/cm,180-250 ppm,40-70 ppm,< 50 ppm (Sensitive)
100,28,47,26.9492,58.211,6.5059,83.9034,Hibiscus sabdariffa ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
119,42,29,34.1188,59.1746,7.6126,32.8601,Sorghum bicolor ,Cereal_Grass,1.0-2.0 mS/cm,60-120 ppm,15-35 ppm,Tolerant (Variable)
8,42,53,16.5362,69.5571,8.4274,50.0692,Lens culinaris ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
116,63,147,17.7046,73.1548,6.4305,73.2536,Fragaria × ananassa ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
141,52,113,15.3922,70.807,7.0848,56.985,Brassica oleracea var. botrytis ,Leafy_Veg,1.2-2.0 mS/cm,100-150 ppm,25-50 ppm,< 50 ppm
37,14,43,15.7309,63.7835,6.3101,38.5338,Rosa gallica ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
31,65,89,25.3953,77.1575,6.6665,78.5939,Phaseolus vulgaris ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
127,85,147,24.4066,66.8106,7.8704,53.9027,Solanum tuberosum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
141,41,128,19.3784,64.7902,6.5608,72.0904,Brassica oleracea var. italica ,Leafy_Veg,1.2-2.0 mS/cm,100-150 ppm,25-50 ppm,< 50 ppm
86,37,75,16.3711,67.3116,7.5295,41.5098,Allium sativum ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
163,47,78,27.4139,61.7163,7.9385,80.621,Zea mays ,Cereal_Grass,1.0-2.0 mS/cm,60-120 ppm,15-35 ppm,Tolerant (Variable)
114,53,54,25.3915,82.4741,5.7766,82.724,Citrullus lanatus ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
50,61,84,26.1924,68.2123,7.2387,56.4799,Vigna unguiculata ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
145,42,121,23.307,69.6202,7.1308,103.3909,Cucurbita pepo ,Fruiting_Veg,2.0-4.5 mS/cm,180-250 ppm,40-70 ppm,< 50 ppm (Sensitive)
58,62,80,31.6576,58.4823,7.1776,150.6856,Arachis hypogaea ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
100,46,65,31.4469,64.002,7.9594,41.0593,Abelmoschus esculentus ,Fruiting_Veg,2.0-4.5 mS/cm,180-250 ppm,40-70 ppm,< 50 ppm (Sensitive)
18,68,65,16.1899,67.1914,6.7359,12.124,Lens culinaris ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
79,44,57,28.9371,45.8452,7.5357,22.5094,Sesamum indicum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
31,76,103,12.8591,65.4259,6.5018,49.1059,Pisum sativum ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
66,30,23,23.4793,63.5128,6.6838,45.8178,Melissa officinalis ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
99,41,65,26.8975,52.3167,6.6918,51.2637,Helianthus annuus ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
161,52,129,19.9704,68.5117,7.8894,61.7551,Brassica oleracea var. capitata ,Leafy_Veg,1.2-2.0 mS/cm,100-150 ppm,25-50 ppm,< 50 ppm
131,45,64,18.7865,69.6525,7.2359,48.4829,Lactuca sativa ,Leafy_Veg,1.2-2.0 mS/cm,100-150 ppm,25-50 ppm,< 50 ppm
118,49,52,30.9049,72.301,7.3999,41.859,Corchorus olitorius ,Leafy_Veg,1.2-2.0 mS/cm,100-150 ppm,25-50 ppm,< 50 ppm
113,59,103,29.5156,76.4119,6.4174,80.2703,Colocasia esculenta ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
33,46,74,23.3861,50.057,7.2426,19.4913,Lupinus albus ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
24,0,0,17.5404,64.5453,6.7652,72.0366,Citrus aurantium ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
19,1,16,25.075,52.9768,8.16,20.3646,Artemisia herba-alba ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
134,37,59,24.1328,62.6598,7.5028,77.4276,Corchorus olitorius ,Leafy_Veg,1.2-2.0 mS/cm,100-150 ppm,25-50 ppm,< 50 ppm
149,46,99,25.0612,70.0502,7.0533,67.1973,Brassica oleracea var. italica ,Leafy_Veg,1.2-2.0 mS/cm,100-150 ppm,25-50 ppm,< 50 ppm
71,44,78,16.1768,61.6543,6.8412,78.0672,Petroselinum crispum ,Leafy_Veg,1.2-2.0 mS/cm,100-150 ppm,25-50 ppm,< 50 ppm
103,48,118,20.6064,77.7651,6.9129,86.2405,Ipomoea batatas ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
147,48,149,17.343,67.374,7.7779,59.1883,Brassica oleracea var. botrytis ,Leafy_Veg,1.2-2.0 mS/cm,100-150 ppm,25-50 ppm,< 50 ppm
52,35,57,23.294,63.4478,7.5197,51.0583,Pimpinella anisum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
110,56,91,21.5702,70.2498,7.2327,119.2588,Cucurbita moschata ,Fruiting_Veg,2.0-4.5 mS/cm,180-250 ppm,40-70 ppm,< 50 ppm (Sensitive)
95,18,57,27.9001,57.9005,7.9734,32.9351,Sesamum indicum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
15,0,3,15.9206,80.2266,7.1777,31.0804,Citrus sinensis ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
20,6,15,23.7622,53.7929,5.9444,20.6992,Rosmarinus officinalis ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
80,33,66,18.4261,67.3997,7.3085,45.8779,Ammi visnaga ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
101,32,38,29.3478,49.3167,6.9537,59.8929,Pennisetum glaucum ,Cereal_Grass,1.0-2.0 mS/cm,60-120 ppm,15-35 ppm,Tolerant (Variable)
